,Title,Summary,Published On
137,A majority of small-business owners think a recession is coming: Survey,"A majority of small-business owners expect a recession within a year, according to the CNBC/SurveyMonkey Small Business Survey. Main Street sentiment is not dire, but it has declined from a peak that matched the stock market high in Q3 2018.",2019-02-11 14:30:00Z
138,A reality check on how small businesses were really affected by the government shutdown: Survey,A new CNBC/SurveyMonkey Small Business survey reveals how much the small-business sector suffered in the federal government shutdown. There is threat of another shutdown as Capitol Hill tries to reach a deal on border security by end of day Friday.,2019-02-11 15:29:00Z
139,"Stocks making the biggest moves midday: Avis Budget Group, Pfizer, Tesla & more",Names on the move ahead of the open.,2019-02-11 17:07:00Z
140,Vanguard dramatically cuts its expected rate of return for the stock market over the next decade,"The stock market won&#039;t keep returning the kinds of yearly gains investors have gotten used to since the financial crisis bottom in 2009, according to Vanguard CIO Greg Davis.",2019-02-11 18:15:00Z
141,Paul Tudor Jones says 'mania' in share buybacks threatens to have 'social consequences',Jones is noted for making broad market calls and predicted the 1987 stock market crash.,2019-02-11 20:22:00Z
142,Markets shouldn't overreact even if there's no US-China trade deal,"The German trade surplus is stifling the economic growth in the rest of Europe, Michael Ivanovitch writes.",2019-02-12 00:48:00Z
143,Republican Sen Marco Rubio backs new proposal to tackle stock buybacks,"Sen. Marco Rubio is the chairman of the Small Business Committee, which is releasing a report on the issue. It argues more equal rates would remove companies&#039; incentives to buy back stock in the first place.",2019-02-12 11:30:00Z
144,"Foot Locker gains digital expertise with $100 million investment in Goat Group, start-up CEO says","The leading sportswear retailer and secondary market will combine retail and digital expertise to bring &quot;a lot of synergies&quot; to the sneaker industry, Goat CEO Eddy Lu says.",2019-02-12 13:01:00Z
145,"'Maximum uncertainty' will turn into big buying opportunity, Wall Street bull predicts","If a near-term pullback strikes stocks, BTIG&#039;s Julian Emanuel says buy it.",2019-02-12 13:05:00Z
146,"Your first trade for Tuesday, February 12",The &quot;Fast Money&quot; traders share their first moves for the market open.,2019-02-12 14:23:00Z
147,Here's a blueprint for investors trading the different China-US trade war outcomes,Citigroup details three scenarios that investors may have to grapple with depending on how the trade talks progress this month.,2019-02-12 15:39:00Z
148,Paul Volcker is worried that the US is losing its status as 'top dog' in the world,"&quot;Who is going to appreciate the United States as a leader, because we can&#039;t seem to manage our own affairs at home?&quot; Volcker told Ray Dalio.",2019-02-12 17:16:00Z
149,"Stocks making the biggest moves midday: Caterpillar, Under Armour, Molson Coors Brewing & more",Names on the move ahead of the open.,2019-02-12 17:05:00Z
150,Alexandria Ocasio-Cortez's Green New Deal is the latest villain in Trump's 2020 stump speech,"President Donald Trump claimed the Democratic plan was one &quot;of taking away your car, of taking away your airplane rights, of &#039;let&#039;s hop a train to California,&#039; of you&#039;re not allowed to own cows anymore.&quot;",2019-02-12 16:52:00Z
151,Fed's Powell puts focus on spreading benefits of a strong economy,"Powell said the central bank is looking at a number of ways to help rural communities, with a particular focus on banking and finance for areas of need.",2019-02-12 18:32:00Z
152,IBM's Ginni Rometty says she sees no change in CEO confidence since Powell's last fed speech,"CEO sentiment has been balanced &quot;between growth and efficiency initiatives&quot; since the Federal Reserve said it would be patient, IBM CEO Ginni Rometty says.",2019-02-12 18:40:00Z
153,A record number of Americans are 90 days behind on their car payments,The level of serious delinquencies broke past the heights reached just after the financial crisis.,2019-02-12 21:15:00Z
154,"The US trade deficit with China 'will reverse' in the long term, Alibaba co-founder says","China&#039;s trade surplus with the U.S. will shrink once China starts buying $40 trillion worth of goods and services, Alibaba co-founder Joseph Tsai says.",2019-02-13 00:01:00Z
155,"China is going to need more foreign money as its trade surplus dries up, Morgan Stanley says","China will likely run a current account deficit this year, marking its first since 1993, and setting the country on a path to becoming more reliant on foreign capital, according to a Morgan Stanley report.",2019-02-13 06:47:00Z
156,"Stocks making the biggest moves premarket: Hilton Worldwide, Dish Network, Deere, GM & more",Names on the move ahead of the open.,2019-02-13 12:43:00Z
157,'Scary over the next couple of months' � boutique investing chief says 2019 rally won't last,"Leuthold Group&#039;s Doug Ramsey lays out a series of worst case scenarios for stocks, including a &quot;broad and deep revaluation&quot; during the next recession.",2019-02-13 13:50:00Z
158,Apple and IBM CEOs join Trump's advisory board to make sure AI doesn't kill jobs,Apple CEO Tim Cook and IBM Ginni Rometty were among 25 members appointed to Trump&#039;s American Workforce Policy Advisory Board.,2019-02-13 16:15:00Z
159,Richard Branson: World's wealthiest 'deserve heavy taxes' if they fail to make capitalism more inclusive,Billionaires at elite investor and &quot;thought-leader&quot; summits like the Milken Summit and Switzerland&#039;s Davos are divided on how to respond to the rising populism triggered by wealth inequality.,2019-02-13 15:21:00Z
160,The stock market believes Netflix will more than double subscribers in 10 years to 335 million,"Netflix is only beginning to grow, if the stock market&#039;s expectations are to be believed.",2019-02-13 17:07:00Z
161,"Stocks making the biggest moves midday: Teva Pharmaceuticals, Hilton, Groupon & more",Names on the move ahead of the open.,2019-02-13 17:06:00Z
162,"Worker wage gains are keeping up with inflation, and then some",Labor Department numbers released Wednesday show that real average hourly earnings rose 1.7 percent in January.,2019-02-13 19:49:00Z
163,A lot of 'negative surprises' will hit markets in coming months: Hedge-fund veteran Mark Yusko,"&quot;There are lots of cheap places to put your capital. You don&#039;t have to put it in the U.S.,&quot; Morgan Creek&#039;s Mark Yusko says.",2019-02-13 21:46:00Z
164,"Tesla is not 'quite out of the woods yet,' says Morgan Stanley's Adam Jonas",Morgan Stanley&#039;s Adam Jonas says Tesla&#039;s biggest question is whether it can self-finance &quot;where it doesn&#039;t need external equity capital to fund its very ambitious plans.&quot;,2019-02-14 00:11:00Z
165,Climate disasters cost $650 billion over 3 years � Americans are bearing the brunt: Morgan Stanley,"Morgan Stanley says companies need to consider preparing for a world gripped by more intense weather events, rising seas and other impacts.",2019-02-14 11:27:00Z
166,"Fed may use rebound as motive to revive rate hikes, market researcher James Bianco warns","&quot;The stock market is rallying basically for one reason: The Fed backed off,&quot; Bianco Research&#039;s James Bianco says.",2019-02-14 13:30:00Z
167,"Stocks making the biggest moves premarket: Coca-Cola, Alphabet, Canada Goose & more",Names on the move ahead of the open.,2019-02-14 12:57:00Z
168,Morgan Stanley: An electric pickup from Tesla or Rivian is a 'serious problem' for Detroit,"The highly profitable pickup truck market is the next to be revolutionized by electric vehicles, Morgan Stanley told investors in a note on Thursday.",2019-02-14 13:02:00Z
169,Fed Gov. Brainard: 'Downside risks have definitely increased' on the economy,"Brainard endorsed a patient approach on rate hikes, particularly considering &quot;crosscurrents&quot; that are building up for growth.",2019-02-14 15:05:00Z
170,China reportedly to boost purchases of US semiconductors to alleviate trade tensions,"China is promising to buy semiconductors in an attempt to alleviate trade tensions with the U.S., according to the Wall Street Journal.",2019-02-14 14:34:00Z
171,"Retail sales were so bad, it's either suspect data or a recession warning","The sudden and unexpected plunge in December&#039;s retail sales data raised new concerns about recession, but economists also say the biggest drop in nine years clashes with other data and may be suspect.",2019-02-14 16:02:00Z
172,Watch: Charlie Munger speaks at the Daily Journal annual meeting,Longtime Warren Buffett partner Charlie Munger is set to address shareholders of the Daily Journal in his annual address as chairman.,2019-02-14 17:48:00Z
173,"Stocks making the biggest moves midday: MGM Resorts, AIG, Marathon Oil & more",Names on the move ahead of the open.,2019-02-14 17:44:00Z
174,A 'sad day' for New York: Democratic congressman says Amazon backed out of HQ2 deal 'too quickly',"&quot;I wish Amazon had stuck it out a little bit longer, because in the long term I believe that this would have been a good deal for both,&quot; said Rep. Gregory Meeks, D-N.Y.",2019-02-14 23:41:00Z
175,The cannabis industry has a number of 'tremendous' tailwinds: 'The Big Short's Danny Moses,"&quot;I&#039;ve never seen a sector have the political tailwinds, the economic tailwinds, and the wellness tailwinds that this sector potentially has,&quot; said legendary investor Danny Moses.",2019-02-15 00:35:00Z
176,"China's inflation slows in January, potentially pushing officials to step in, says economist","China&#039;s Consumer Price Index missed expectations in January coming in at 1.7 percent higher than a year ago, the National Bureau of Statistics said on Friday.",2019-02-15 01:39:00Z
177,Singapore's government will likely spend big ahead of an upcoming election,An impending election and the need to spur economic growth mean Singapore will likely � for the first time in four years � spend more than it is projected to earn.,2019-02-15 05:56:00Z
178,"Stocks making the biggest moves premarket: PepsiCo, Deere, Newell Brands, CBS & more",Names on the move ahead of the open.,2019-02-15 12:50:00Z
179,General Dynamics downgraded by Credit Suisse: 2019 forecast is 'well behind defense peers',"Credit Suisse downgraded General Dynamics stock to neutral from outperform on Friday, saying the company is &quot;well behind defense peers&quot; in projected growth this year.",2019-02-15 13:19:00Z
180,Consumer sentiment surges higher than expected after government shutdown ends,Consumer sentiment gained more than expected in early February as the spending power recovered after the end of the longest government shutdown in history.,2019-02-15 15:00:00Z
181,Small banks you've never heard of are quietly enabling the tech takeover of the financial industry,A small group of banks are handling the &quot;financial&quot; side of billion-dollar fintech start-ups.,2019-02-15 17:15:00Z
